CVE-2006-0743,2022-05-01T06:42:27Z,"Apache log4net format string vulnerability causes DoS",log4net,0,1.2.10,MODERATE,CWE-134
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.DataAnnotations",1.1.0,1.1.3,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Formatters.Json",1.0.0,1.0.4,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Formatters.Json",1.1.0,1.1.3,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Formatters.Xml",1.0.0,1.0.4,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Formatters.Xml",1.1.0,1.1.3,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Localization",1.0.0,1.0.4,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Localization",1.1.0,1.1.3,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Razor",1.0.0,1.0.4,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Razor",1.1.0,1.1.3,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Razor.Host",1.0.0,1.0.4,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Razor.Host",1.1.0,1.1.3,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.TagHelpers",1.0.0,1.0.4,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.TagHelpers",1.1.0,1.1.3,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.ViewFeatures",1.0.0,1.0.4,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.ViewFeatures",1.1.0,1.1.3,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.WebApiCompatShim",1.0.0,1.0.4,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.WebApiCompatShim",1.1.0,1.1.3,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","System.Net.Http.WinHttpHandler",4.0.0,4.0.1,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","System.Net.Http.WinHttpHandler",4.3.0,4.3.1,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","System.Net.WebSockets.Client",4.0.0,4.0.1,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","System.Net.WebSockets.Client",4.3.0,4.3.1,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","System.Text.Encodings.Web",4.0.0,4.0.1,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc","System.Text.Encodings.Web",4.3.0,4.3.1,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc",DisCatSharp,0,,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc",Microsoft.AspNetCore.Mvc,1.0.0,1.0.4,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc",Microsoft.AspNetCore.Mvc,1.1.0,1.1.3,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc",System.Net.Http,4.1.1,4.1.2,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc",System.Net.Http,4.3.1,4.3.2,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc",System.Net.Security,4.0.0,4.0.1,HIGH,CWE-20
CVE-2017-0249,2018-10-16T19:57:38Z,"High severity vulnerability that affects Microsoft.AspNetCore.Mvc",System.Net.Security,4.3.0,4.3.1,HIGH,CWE-20
CVE-2017-0252,2022-05-17T02:44:02Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.4.4,CRITICAL,CWE-119
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Abstractions",1.0.0,1.0.4,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Abstractions",1.1.0,1.1.3,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.ApiExplorer",1.0.0,1.0.4,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.ApiExplorer",1.1.0,1.1.3,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Core",1.0.0,1.0.4,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Core",1.1.0,1.1.3,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Cors",1.0.0,1.0.4,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Cors",1.1.0,1.1.3,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.DataAnnotations",1.0.0,1.0.4,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.DataAnnotations",1.1.0,1.1.3,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Formatters.Json",1.0.0,1.0.4,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Formatters.Json",1.1.0,1.1.3,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Formatters.Xml",1.0.0,1.0.4,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Formatters.Xml",1.1.0,1.1.3,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Localization",1.0.0,1.0.4,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Localization",1.1.0,1.1.3,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Razor",1.0.0,1.0.4,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Razor",1.1.0,1.1.3,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Razor.Host",1.0.0,1.0.4,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.Razor.Host",1.1.0,1.1.3,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.TagHelpers",1.0.0,1.0.4,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.TagHelpers",1.1.0,1.1.3,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.ViewFeatures",1.0.0,1.0.4,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.ViewFeatures",1.1.0,1.1.3,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.WebApiCompatShim",1.0.0,1.0.4,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","Microsoft.AspNetCore.Mvc.WebApiCompatShim",1.1.0,1.1.3,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","System.Net.Http.WinHttpHandler",4.0.0,4.0.1,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","System.Net.Http.WinHttpHandler",4.3.0,4.3.1,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","System.Net.WebSockets.Client",4.0.0,4.0.1,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","System.Net.WebSockets.Client",4.3.0,4.3.1,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","System.Text.Encodings.Web",4.0.0,4.0.1,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc","System.Text.Encodings.Web",4.3.0,4.3.1,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc",Microsoft.AspNetCore.Mvc,1.0.0,1.0.4,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc",Microsoft.AspNetCore.Mvc,1.1.0,1.1.3,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc",System.Net.Http,4.1.1,4.1.2,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc",System.Net.Http,4.3.1,4.3.2,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc",System.Net.Security,4.0.0,4.0.1,MODERATE,CWE-20
CVE-2017-0256,2018-10-16T19:57:48Z,"Moderate severity vulnerability that affects Microsoft.AspNetCore.Mvc",System.Net.Security,4.3.0,4.3.1,MODERATE,CWE-20
CVE-2017-0907,2018-10-16T17:35:04Z,"Critical severity vulnerability that affects recurly-api-client",recurly-api-client,0,1.0.1,CRITICAL,CWE-918
CVE-2017-0907,2018-10-16T17:35:04Z,"Critical severity vulnerability that affects recurly-api-client",recurly-api-client,1.1.0,1.1.10,CRITICAL,CWE-918
CVE-2017-0907,2018-10-16T17:35:04Z,"Critical severity vulnerability that affects recurly-api-client",recurly-api-client,1.2.0,1.2.8,CRITICAL,CWE-918
CVE-2017-0907,2018-10-16T17:35:04Z,"Critical severity vulnerability that affects recurly-api-client",recurly-api-client,1.3.0,1.3.2,CRITICAL,CWE-918
CVE-2017-0907,2018-10-16T17:35:04Z,"Critical severity vulnerability that affects recurly-api-client",recurly-api-client,1.4.0,1.4.14,CRITICAL,CWE-918
CVE-2017-0907,2018-10-16T17:35:04Z,"Critical severity vulnerability that affects recurly-api-client",recurly-api-client,1.5.0,1.5.3,CRITICAL,CWE-918
CVE-2017-0907,2018-10-16T17:35:04Z,"Critical severity vulnerability that affects recurly-api-client",recurly-api-client,1.6.0,1.6.2,CRITICAL,CWE-918
CVE-2017-0907,2018-10-16T17:35:04Z,"Critical severity vulnerability that affects recurly-api-client",recurly-api-client,1.7.0,1.7.1,CRITICAL,CWE-918
CVE-2017-0907,2018-10-16T17:35:04Z,"Critical severity vulnerability that affects recurly-api-client",recurly-api-client,1.8.0,1.8.1,CRITICAL,CWE-918
CVE-2017-0929,2018-10-16T17:18:12Z,"High severity vulnerability that affects DotNetNuke.Core",DotNetNuke.Core,0,9.2.0,HIGH,CWE-918
CVE-2017-11767,2022-05-13T01:42:32Z,"ChakraCore vulnerable to privilege escalation",Microsoft.ChakraCore,0,1.6.2,CRITICAL,CWE-119
CVE-2017-11770,2022-04-12T00:07:34Z,"Improper Certificate Validation","System.Security.Cryptography.X509Certificates",4.0.0,4.1.2,HIGH,CWE-295
CVE-2017-11770,2022-04-12T00:07:34Z,"Improper Certificate Validation",Microsoft.NETCore.App,1.0.0,2.0.3,HIGH,CWE-295
CVE-2017-11792,2022-05-17T00:32:12Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.7.3,HIGH,CWE-119
CVE-2017-11796,2022-05-17T00:32:03Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.7.3,HIGH,CWE-119
CVE-2017-11797,2022-05-17T00:32:27Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.7.3,HIGH,CWE-200
CVE-2017-11801,2022-05-17T00:32:27Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.7.3,HIGH,CWE-200
CVE-2017-11805,2022-05-17T00:32:03Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.7.3,HIGH,CWE-119
CVE-2017-11806,2022-05-17T00:32:03Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.7.3,HIGH,CWE-119
CVE-2017-11807,2022-05-17T00:32:03Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.7.3,HIGH,CWE-119
CVE-2017-11821,2022-05-17T00:32:12Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.7.3,HIGH,CWE-119
CVE-2017-11862,2022-05-17T00:19:55Z,"Chakra Core vulnerable to privilege escalation due to type confusion",Microsoft.ChakraCore,0,1.7.4,HIGH,CWE-119
CVE-2017-11870,2022-05-17T00:19:55Z,"Chakra Core vulnerable to privilege escalation when writing to JavaScript null scope objects",Microsoft.ChakraCore,0,1.7.4,HIGH,CWE-119
CVE-2017-11871,2022-05-17T00:19:54Z,"Chakra Core vulnerable to privilege escalation due to reading an invalid pointer",Microsoft.ChakraCore,0,1.7.4,HIGH,CWE-119
CVE-2017-11879,2022-05-14T03:47:22Z,"Open redirect in ASP.NET Core","Microsoft.AspNetCore.Mvc.Core",2.0.0,2.0.1,HIGH,CWE-601
CVE-2017-11879,2022-05-14T03:47:22Z,"Open redirect in ASP.NET Core",Microsoft.AspNetCore.All,2.0.0,2.0.3,HIGH,CWE-601
CVE-2017-11883,2022-05-13T01:42:35Z,"Denial of service in ASP.NET Core","Microsoft.AspNetCore.Server.HttpSys",2.0.0,2.0.2,HIGH,
CVE-2017-11883,2022-05-13T01:42:35Z,"Denial of service in ASP.NET Core","Microsoft.AspNetCore.Server.WebListener",1.0.0,1.0.6,HIGH,
CVE-2017-11883,2022-05-13T01:42:35Z,"Denial of service in ASP.NET Core","Microsoft.AspNetCore.Server.WebListener",1.1.0,1.1.4,HIGH,
CVE-2017-11883,2022-05-13T01:42:35Z,"Denial of service in ASP.NET Core","Microsoft.Net.Http.Server",1.0.0,1.0.6,HIGH,
CVE-2017-11883,2022-05-13T01:42:35Z,"Denial of service in ASP.NET Core","Microsoft.Net.Http.Server",1.1.0,1.1.4,HIGH,
CVE-2017-11889,2022-05-14T04:03:59Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.7.5,HIGH,CWE-119
CVE-2017-11893,2022-05-14T01:06:50Z,"ChakraCore vulnerable to remote code execution",Microsoft.ChakraCore,0,1.7.5,HIGH,CWE-119
CVE-2017-11905,2022-05-14T04:04:14Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.7.5,HIGH,CWE-119
CVE-2017-11908,2022-05-17T00:11:39Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.7.5,HIGH,CWE-119
CVE-2017-11909,2022-05-14T01:06:51Z,"ChakraCore vulnerable to remote code execution",Microsoft.ChakraCore,0,1.7.5,HIGH,CWE-119
CVE-2017-11910,2022-05-17T00:11:59Z,"ChakraCore vulnerable to remote code execution due to insufficient InlineCache check",Microsoft.ChakraCore,0,1.7.5,HIGH,CWE-119
CVE-2017-11911,2022-05-14T01:06:51Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.7.5,HIGH,CWE-119
CVE-2017-11914,2022-05-14T01:06:51Z,"ChakraCore vulnerable to privilege escalation due to exposure from scriptFunction",Microsoft.ChakraCore,0,1.7.5,HIGH,CWE-119
CVE-2017-11916,2022-05-17T00:11:58Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.7.5,HIGH,CWE-119
CVE-2017-15279,2022-05-17T00:30:20Z,"Umbraco CMS vulnerable to stored XSS",UmbracoCMS.Web,0,7.7.3,MODERATE,CWE-79
CVE-2017-15280,2022-05-17T00:30:20Z,"Umbraco CMS XXE Vulnerability",UmbracoCms.Web,0,7.7.3,MODERATE,CWE-611
CVE-2017-8585,2022-05-17T00:19:03Z,"Improper Input Validation in Microsoft.NETCore.App",Microsoft.NETCore.App,1.0.0,1.0.7,HIGH,CWE-20
CVE-2017-8585,2022-05-17T00:19:03Z,"Improper Input Validation in Microsoft.NETCore.App",Microsoft.NETCore.App,1.1.0,1.1.4,HIGH,CWE-20
CVE-2017-8658,2022-05-17T01:57:42Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.6.1,CRITICAL,CWE-119
CVE-2017-8659,2022-05-17T02:13:52Z,"ChakraCore information disclosure vulnerability",Microsoft.ChakraCore,0,1.6.1,MODERATE,CWE-200
CVE-2017-8700,2022-05-13T01:47:40Z,"Cross-origin Resource Sharing bypass in ASP.NET Core","Microsoft.AspNetCore.Mvc.Core",1.0.0,1.0.6,HIGH,
CVE-2017-8700,2022-05-13T01:47:40Z,"Cross-origin Resource Sharing bypass in ASP.NET Core","Microsoft.AspNetCore.Mvc.Core",1.1.0,1.1.6,HIGH,
CVE-2017-8700,2022-05-13T01:47:40Z,"Cross-origin Resource Sharing bypass in ASP.NET Core","Microsoft.AspNetCore.Mvc.Cors",1.0.0,1.0.6,HIGH,
CVE-2017-8700,2022-05-13T01:47:40Z,"Cross-origin Resource Sharing bypass in ASP.NET Core","Microsoft.AspNetCore.Mvc.Cors",1.1.0,1.1.6,HIGH,
CVE-2017-9246,2022-05-17T02:35:57Z,"New Relic .NET Agent contains SQL Injection",NewRelic.Agent,0,6.3.123.0,CRITICAL,CWE-89
CVE-2017-9785,2022-05-17T02:26:07Z,"Deserialization of Untrusted Data in NancyFX Nancy",Nancy,0,1.4.4,CRITICAL,CWE-502
CVE-2017-9785,2022-05-17T02:26:07Z,"Deserialization of Untrusted Data in NancyFX Nancy",Nancy,2.0.0-alpha,2.0.0,CRITICAL,CWE-502
CVE-2017-9822,2018-10-16T19:34:22Z,"DNN (aka DotNetNuke) has Remote Code Execution via a cookie",DotNetNuke.Core,0,9.1.1,HIGH,CWE-20
CVE-2018-0764,2018-10-16T17:34:00Z,"Denial of service vulnerability exists when .NET and .NET Core improperly process XML documents","System.Security.Cryptography.Xml",0,4.4.2,HIGH,
CVE-2018-0765,2018-10-16T19:54:06Z,"Denial of service vulnerability exists when .NET and .NET Core improperly process XML documents","System.Security.Cryptography.Xml",0,4.4.2,HIGH,CWE-611
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","Microsoft.NETCore.UniversalWindowsPlatform",5.2.0,5.2.4,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","Microsoft.NETCore.UniversalWindowsPlatform",5.3.0,5.3.5,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","Microsoft.NETCore.UniversalWindowsPlatform",5.4.0,5.4.2,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","Microsoft.NETCore.UniversalWindowsPlatform",6.0.0,6.0.6,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","System.Private.ServiceModel",4.1.0,4.1.1,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","System.Private.ServiceModel",4.3.0,4.3.1,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","System.Private.ServiceModel",4.4.0,4.4.1,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","System.ServiceModel.Duplex",4.0.1,4.0.2,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","System.ServiceModel.Duplex",4.3.0,4.3.1,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","System.ServiceModel.Duplex",4.4.0,4.4.1,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","System.ServiceModel.NetTcp",4.1.0,4.1.1,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","System.ServiceModel.NetTcp",4.3.0,4.3.1,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","System.ServiceModel.NetTcp",4.4.0,4.4.1,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","System.ServiceModel.Primitives",4.1.0,4.1.1,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","System.ServiceModel.Primitives",4.3.0,4.3.1,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","System.ServiceModel.Primitives",4.4.0,4.4.1,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","System.ServiceModel.Security",4.0.1,4.0.2,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","System.ServiceModel.Security",4.3.0,4.3.1,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components","System.ServiceModel.Security",4.4.0,4.4.1,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components",System.ServiceModel.Http,4.1.0,4.1.1,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components",System.ServiceModel.Http,4.3.0,4.3.1,HIGH,CWE-295
CVE-2018-0786,2018-10-16T19:59:05Z,"Improper Certificate Validation in Microsoft .NET Framework components",System.ServiceModel.Http,4.4.0,4.4.1,HIGH,CWE-295
CVE-2018-0787,2018-10-16T19:56:59Z,"ASP.NET Core allow an elevation of privilege","Microsoft.AspNetCore.HttpOverrides",2.0.0,2.0.2,HIGH,CWE-640
CVE-2018-0787,2018-10-16T19:56:59Z,"ASP.NET Core allow an elevation of privilege","Microsoft.AspNetCore.Server.Kestrel.Core",2.0.0,2.0.2,HIGH,CWE-640
CVE-2018-0818,2022-05-13T01:48:24Z,"ChakraCore RCE Vulnerability",Microsoft.ChakraCore,0,1.8.0,HIGH,
